NAMA DESA;IKS;IKE;IKL;IDM;Status
URIFOLA;0,6171;0,2167;0,6;0,4779;0
WAI U;0,5886;0,3167;0,5333;0,4795;0
WAILOBA;0,6857;0,3;0,6667;0,5508;1
WAITULIA;0,6457;0,4;0,6;0,5486;1
KARAMAT TITDOY;0,6743;0,3;0,6667;0,547;1
KAU;0,7143;0,3333;0,6;0,5492;1
NAFLO;0,6971;0,3333;0,6;0,5435;1
WAITAMELA;0,6343;0,3167;0,6;0,517;1
MINALULI;0,6457;0,3167;0,6667;0,543;1
MODAPIA;0,6971;0,2833;0,5333;0,5046;1
MODAPUHI;0,6229;0,35;0,6667;0,5465;1
MODAPUHI TRANS;0,6457;0,3333;0,6;0,5263;1
PASTABULU;0,72;0,35;0,6667;0,5789;1
SANIAHAYA;0,6171;0,3833;0,6;0,5335;1
KAWATA;0,7371;0,3667;0,6;0,5679;1
PELITA JAYA;0,6629;0,3833;0,6667;0,571;1
WAISAKAI;0,7143;0,3167;0,6667;0,5659;1
WAISUM;0,6629;0,3;0,6667;0,5432;1
UMALOYA;0,6629;0,45;0,6;0,571;1
FOKALIK;0,6229;0,4;0,6;0,541;1
WAININ;0,6514;0,45;0,6;0,5671;1
KABAU DARAT;0,6971;0,35;0,3333;0,4602;0
NAHI;0,6686;0,3833;0,6;0,5506;1
ONA;0,6743;0,3833;0,6;0,5525;1
PARATINA;0,64;0,3833;0,6;0,5411;1
WAI INA;0,6743;0,45;0,6667;0,597;1
SKOM;0,5371;0,35;0,8667;0,5846;1
WAI TAMUA;0,7714;0,35;0,6667;0,596;1
WAIGAI;0,7314;0,2833;0,6667;0,5605;1
WAINIB;0,7029;0,4;0,6;0,5676;1
BEGA;0,6914;0,4167;0,6667;0,5916;1
FAT IBA;0,6857;0,4167;0,6667;0,5897;1
MANAF;0,6457;0,4;0,6;0,5486;1
SOAMOLE;0,6457;0,3833;0,6667;0,5652;1
WAIMAN;0,6914;0,3667;0,6667;0,5749;1
BALEHA;0,6971;0,4833;0,6;0,5935;1
SAMA;0,6457;0,4167;0,6667;0,5763;1
WAIGOIYOFA;0,6857;0,3167;0,6667;0,5563;1
WAILIA;0,6229;0,35;0,6667;0,5465;1
WAISEPA;0,5714;0,3833;0,6667;0,5405;1
TOLONG;0,7257;0,4167;0,4667;0,5363;1
FAYAUNANA;0,6;0,2333;0,6;0,4778;0
HABUNUHA;0,6914;0,3833;0,6667;0,5805;1
KABUNU;0,6914;0,2667;0,6;0,5194;1
KATAGA;0,6229;0,25;0,6667;0,5132;1
PELENG;0,5371;0,25;0,6;0,4624;0
TABONA;0,64;0,3333;0,6;0,5244;1
WOLIO;0,6514;0,3333;0,6;0,5283;1
BERINGIN JAYA;0,6171;0,3833;0,6;0,5335;1
KASANGO;0,7143;0,2833;0,5333;0,5103;1
SALATI;0,7086;0,35;0,6;0,5529;1
BAHU;0,6057;0,35;0,6;0,5186;1
GALEBO;0,6057;0,4167;0,6;0,5408;1
MALULI;0,7371;0,3667;0,6;0,5679;1
NGGAKI;0,6286;0,4;0,6;0,5429;1
NGGOLI;0,6857;0,4333;0,6;0,573;1
SUMBONG;0,5771;0,2167;0,6;0,4646;0
PENU;0,6;0,3833;0,5333;0,5056;1
SAMUYA;0,7257;0,2833;0,5333;0,5141;1
TUBANG;0,5943;0,3333;0,6667;0,5314;1
BELO;0,6;0,2167;0,6667;0,4944;1
KAMAYA;0,6114;0,2167;0,7333;0,5205;1
KAWADANG;0,6857;0,3667;0,6;0,5508;1
LOSSENG;0,7486;0,2833;0,5333;0,5217;1
MANTARARA;0,5314;0,25;0,8;0,5271;1
SOFAN;0,6857;0,3833;0,5333;0,5341;1
WAIKADAI;0,6229;0,2833;0,6667;0,5243;1
WAIKADAI SULA;0,5886;0,2667;0,6667;0,5073;1
WAIKOKA;0,5657;0,2833;0,6667;0,5052;1
AIR BULAN;0,5657;0,2833;0,5333;0,4608;0
AIR KALIMAT;0,6457;0,3167;0,6;0,5208;1
BUA MBONO;0,5886;0,2667;0,6;0,4851;0
DEGE;0,7086;0,3;0,6;0,5362;1
HAI;0,6914;0,4333;0,6;0,5749;1
JORJOGA;0,72;0,3833;0,5333;0,5456;1
LONDON;0,7429;0,4333;0,5333;0,5698;1
MANANGA;0,7029;0,35;0,6;0,551;1
MINTON;0,6743;0,4333;0,6667;0,5914;1
NATANG KUNING;0,6686;0,35;0,6;0,5395;1
NUNCA;0,6171;0,4167;0,5333;0,5224;1
PADANG;0,6171;0,3667;0,6;0,5279;1
SAHU;0,6743;0,3667;0,6;0,547;1
TANJUNG UNA;0,68;0,2667;0,6;0,5156;1
TIKONG;0,6571;0,5167;0,5333;0,569;1
UFUNG;0,68;0,3;0,2667;0,4156;0
WAHE;0,5371;0,3;0,6667;0,5013;1
HALERMAN;0,6514;0,35;0,6;0,5338;1
KAFELULANG;0,5829;0,3667;0,5333;0,4943;1
KUIFANA;0,6343;0,3667;0,5333;0,5114;1
MANATANG;0,6171;0,2167;0,6667;0,5002;1
MARGETA;0,6114;0,2833;0,6667;0,5205;1
ORGEN;0,6343;0,2167;0,3333;0,3948;0
WAKAPSIR;0,6286;0,35;0,6;0,5262;1
WAKAPSIR TIMUR;0,5943;0,35;0,6;0,5148;1
WOLWAL SELATAN;0,5371;0,3833;0,6667;0,529;1
AIMOLI;0,6629;0,4;0,6667;0,5765;1
ALA`ANG;0,64;0,35;0,6667;0,5522;1
ALOR BESAR;0,7086;0,45;0,5333;0,564;1
BAMPALOLA;0,6229;0,3667;0,6667;0,5521;1
DULOLONG BARAT;0,6057;0,35;0,6667;0,5408;1
HULNANI;0,5943;0,2833;0,6667;0,5148;1
O'A MATE;0,6457;0,5167;0,5333;0,5652;1
PULAU BUAYA;0,64;0,25;0,6667;0,5189;1
TERNATE;0,7143;0,3667;0,6667;0,5825;1
TERNATE SELATAN;0,5429;0,3;0,6667;0,5032;1
KELAISI BARAT;0,6114;0,4333;0,5333;0,526;1
KELAISI TENGAH;0,6457;0,3167;0,2667;0,4097;0
KIRAMAN;0,72;0,4667;0,6;0,5956;1
KUNEMAN;0,5886;0,2167;0,8667;0,5573;1
LELLA;0,6171;0,2833;0,3333;0,4113;0
MAIKANG;0,6514;0,2167;0,6;0,4894;0
MALAIPEA;0,7257;0,3333;0,5333;0,5308;1
MANMAS;0,6743;0,3833;0,5333;0,5303;1
PADANG ALANG;0,7771;0,2667;0,6;0,5479;1
SIDABUI;0,6686;0,25;0,2;0,3729;0
SILAIPUI;0,7143;0,2;0,3333;0,4159;0
SUBO;0,56;0,3833;0,6;0,5144;1
DAPITAU;0,6857;0,25;0,6;0,5119;1
FUISAMA;0,6971;0,25;0,6;0,5157;1
KAFAKBEKA;0,6686;0,35;0,6667;0,5617;1
MANETWATI;0,6171;0,4167;0,2;0,4113;0
TOMINUKU;0,5429;0,25;0,6667;0,4865;0
WELAI SELATAN;0,6571;0,55;0,5333;0,5802;1
ELOK;0,5371;0,15;0,6667;0,4513;0
KOLANA SELATAN;0,5543;0,4833;0,6667;0,5681;1
MAUKURU;0,6229;0,4833;0,6;0,5687;1
MAUSAMANG;0,5886;0,3833;0,5333;0,5017;1
PADANG PANJANG;0,6114;0,35;0,6667;0,5427;1
TANGLAPUI;0,5771;0,2167;0,8;0,5313;1
TANGLAPUI TIMUR;0,5543;0,3333;0,8;0,5625;1
AIR MANCUR;0,6343;0,35;0,8;0,5948;1
KAMOT;0,6857;0,4;0,5333;0,5397;1
KENARIMBALA;0,5314;0,4333;0,6;0,5216;1
LIPPANG;0,5543;0,2333;0,5333;0,4403;0
NAILANG;0,7829;0,2667;0,4667;0,5054;1
PIDO;0,5543;0,3;0,6;0,4848;0
TARAMANA;0,7257;0,3333;0,5333;0,5308;1
WAISIKA;0,68;0,5833;0,5333;0,5989;1
ALILA TIMUR;0,7657;0,45;0,4;0,5386;1
LAWAHING;0,6743;0,4;0,6;0,5581;1
PANTE DEERE;0,6629;0,3667;0,6;0,5432;1
TALWAI;0,6057;0,3333;0,5333;0,4908;1
TASI;0,7029;0,4;0,5333;0,5454;1
WAIMI;0,6914;0,4;0,5333;0,5416;1
KAMAIFUI;0,6286;0,4;0,6;0,5429;1
LAKATULI;0,7143;0,2667;0,6;0,527;1
MATARU BARAT;0,6743;0,25;0,6;0,5081;1
MATARU SELATAN;0,7714;0,35;0,6;0,5738;1
MATARU TIMUR;0,64;0,4333;0,6;0,5578;1
MATARU UTARA;0,6686;0,3167;0,6;0,5284;1
TAMAN MATARU;0,6971;0,3833;0,6;0,5602;1
BANA;0,6286;0,5;0,6667;0,5984;1
BANDAR;0,6571;0,4;0,6667;0,5746;1
BAOLANG;0,6457;0,4333;0,5333;0,5375;1
BOUWELI;0,6686;0,2833;0,5333;0,4951;1
BUKIT MAS;0,68;0,35;0,5333;0,5211;1
HELANGDOHI;0,6514;0,2667;0,6667;0,5283;1
MADAR;0,6171;0,35;0,6667;0,5446;1
MUNASELI;0,5771;0,4833;0,6;0,5535;1
PANDAI;0,5714;0,3333;0,6667;0,5238;1
WAILAWAR;0,6343;0,4333;0,6667;0,5781;1
KALONDAMA;0,5486;0,4333;0,6;0,5273;1
LEER;0,6229;0,3833;0,6;0,5354;1
PIRINGSINA;0,64;0,5;0,6;0,58;1
ALLUMANG;0,6286;0,2667;0,6667;0,5206;1
BEANGONONG;0,6343;0,35;0,6667;0,5503;1
KALONDAMA BARAT;0,5657;0,3;0,6667;0,5108;1
KALONDAMA TENGAH;0,6571;0,4667;0,6667;0,5968;1
LAMMA;0,6229;0,2667;0,6667;0,5187;1
MARISA;0,6057;0,4;0,6667;0,5575;1
BAGANG;0,7314;0,4167;0,6;0,5827;1
DELAKI;0,5886;0,4833;0,6667;0,5795;1
EKA JAYA;0,6629;0,45;0,5333;0,5487;1
MAUTA;0,6514;0,35;0,6;0,5338;1
TOANG;0,5943;0,4;0,6;0,5314;1
BUNGABALI;0,6743;0,3667;0,6667;0,5692;1
KAERA;0,4857;0,2167;0,6667;0,4563;0
KALEB;0,7429;0,3833;0,6667;0,5976;1
LALAFANG;0,4857;0,4;0,6667;0,5175;1
LEKOM;0,4857;0,2167;0,6667;0,4563;0
MAWAR;0,6343;0,4333;0,6667;0,5781;1
MERDEKA;0,6457;0,4;0,4667;0,5041;1
NULE;0,6743;0,3667;0,6667;0,5692;1
OMBAY;0,6171;0,3167;0,6667;0,5335;1
TEREWENG;0,5257;0,3167;0,6667;0,503;1
MARU;0,5657;0,3833;0,6;0,5163;1
PURA BARAT;0,6286;0,2833;0,6667;0,5262;1
PURA SELATAN;0,6629;0,3667;0,6667;0,5654;1
PURA TIMUR;0,64;0,3833;0,6667;0,5633;1
PURA UTARA;0,6514;0,3333;0,6667;0,5505;1
KAILESA;0,6629;0,5167;0,5333;0,571;1
LANGKURU;0,6514;0,3833;0,3333;0,456;0
LANGKURU UTARA;0,56;0,3167;0,3333;0,4033;0
PURNAMA;0,64;0,4333;0,5333;0,5356;1
LENDOLA;0,6171;0,45;0,6;0,5557;1
DUARATO;0,6457;0,3333;0,5333;0,5041;1
KEWAR;0,6286;0,5167;0,5333;0,5595;1
LEOWALU;0,6171;0,3667;0,6667;0,5502;1
MAHUITAS;0,6;0,5;0,6;0,5667;1
MAKIR;0,6229;0,4833;0,6;0,5687;1
MAUDEMU;0,6571;0,4167;0,6;0,5579;1
DEBULULIK;0,6229;0,3333;0,5333;0,4965;1
EKIN;0,7943;0,5;0,3333;0,5425;1
HENES;0,6457;0,3333;0,6667;0,5486;1
LOONUNA;0,6914;0,4;0,5333;0,5416;1
SISI FATUBERAL;0,8114;0,4;0,5333;0,5816;1
BAUDAOK;0,7257;0,3667;0,6;0,5641;1
DUBESI;0,5257;0,25;0,4;0,3919;0
FOHOEKA;0,7943;0,3667;0,6;0,587;1
NANAENOE;0,72;0,2333;0,6;0,5178;1
NANAET;0,6343;0,3833;0,6;0,5392;1
DUA KORAN;0,6743;0,4;0,6;0,5581;1
FATURIKA;0,6514;0,3333;0,5333;0,506;1
MANDEU RAIMANUS;0,6171;0,5667;0,5333;0,5724;1
RENRUA;0,7771;0,4;0,4;0,5257;1
TASAIN;0,7543;0,4333;0,6;0,5959;1
DEROKFATURENE;0,7029;0,3667;0,5333;0,5343;1
LOOKEU;0,6571;0,4333;0,3333;0,4746;0
BAUHO;0,6514;0,3667;0,5333;0,5171;1
HALIMODOK;0,6514;0,3167;0,5333;0,5005;1
MANLETEN;0,7143;0,3833;0,6;0,5659;1
SADI;0,68;0,3167;0,6667;0,5544;1
SARABAU;0,64;0,3167;0,5333;0,4967;1
TAKIRIN;0,68;0,3333;0,6667;0,56;1
TIALAI;0,6343;0,2667;0,6;0,5003;1
UMAKLARAN;0,6171;0,3333;0,6667;0,539;1
KAIRANE;0,6286;0,4;0,6;0,5429;1
NIUNBAUN;0,5486;0,4;0,6;0,5162;1
OEFETO;0,6457;0,3333;0,6;0,5263;1
ENOLANAN;0,5943;0,4333;0,7333;0,587;1
MUKE;0,6229;0,35;0,2667;0,4132;0
NUNMAFO;0,6914;0,4333;0,6667;0,5971;1
OEMOLO;0,6057;0,3;0,6;0,5019;1
OENAUNU;0,6;0,4167;0,5333;0,5167;1
OENIKO;0,6229;0,4;0,6;0,541;1
OENUNTONO;0,6571;0,4667;0,4667;0,5302;1
PATHAU;0,6457;0,4;0,4667;0,5041;1
SEKI;0,5429;0,3667;0,2;0,3698;0
APREN;0,6971;0,3667;0,6667;0,5768;1
KOTABES;0,6857;0,3833;0,6667;0,5786;1
OENONI;0,64;0,35;0,6667;0,5522;1
TESBATAN;0,6857;0,4833;0,6;0,5897;1
TESBATAN II;0,7257;0,45;0,5333;0,5697;1
ERBAUN;0,68;0,2667;0,6667;0,5378;1
MERBAUN;0,7257;0,4;0,6667;0,5975;1
SOBA;0,6286;0,3667;0,6667;0,554;1
RETRAEN;0,6971;0,4;0,6667;0,5879;1
ENORAEN;0,6743;0,4167;0,6667;0,5859;1
RABEKA;0,6914;0,4333;0,6667;0,5971;1
BIOBA BARU;0,6571;0,3167;0,6;0,5246;1
LETKOLE;0,6229;0,25;0,5333;0,4687;0
MANUBELON;0,8114;0,4167;0,5333;0,5871;1
NEFONEUT;0,6571;0,35;0,5333;0,5135;1
FAUMES;0,5829;0,2667;0,5333;0,461;0
HONUK;0,64;0,3333;0,2;0,3911;0
OELFATU;0,64;0,3333;0,2;0,3911;0
SAUKIBE;0,7143;0,3;0,1333;0,3825;0
SOLIU;0,5714;0,3167;0,6;0,496;1
TIMAU;0,6514;0,2667;0,4;0,4394;0
FATUMETAN;0,7029;0,3833;0,6667;0,5843;1
FATUSUKI;0,56;0,2167;0,6;0,4589;0
OELBANU;0,5771;0,4;0,6;0,5257;1
OH'AEM;0,6686;0,5;0,6;0,5895;1
BINAFUN;0,6114;0,3667;0,6;0,526;1
BITOBE;0,5829;0,3833;0,6;0,5221;1
BONMUTI;0,6571;0,35;0,6667;0,5579;1
FATUMONAS;0,5943;0,4333;0,6;0,5425;1
KIFU;0,64;0,35;0,6;0,53;1
NETEMNANU;0,6457;0,4167;0,6;0,5541;1
NETEMNANU SELATAN;0,6686;0,3667;0,6;0,5451;1
NETEMNANU UTARA;0,7029;0,3667;0,6;0,5565;1
NUNUANAH;0,7371;0,35;0,6;0,5624;1
AFOAN;0,7771;0,45;0,3333;0,5202;1
BAKUIN;0,6571;0,4667;0,5333;0,5524;1
FATUNAUS;0,7657;0,4333;0,3333;0,5108;1
KOLABE;0,7371;0,3833;0,3333;0,4846;0
LILMUS;0,5771;0,4;0,4667;0,4813;0
CAMPLONG II;0,72;0,45;0,6;0,59;1
EKATETA;0,68;0,3667;0,6;0,5489;1
KIUONI;0,6457;0,3333;0,6;0,5263;1
NAUNNU;0,5886;0,4833;0,3333;0,4684;0
OEBOLA;0,6171;0,3;0,6667;0,5279;1
OEBOLA DALAM;0,5943;0,3;0,6;0,4981;1
SILLU;0,64;0,3833;0,5333;0,5189;1
TOLNAKU;0,6229;0,4833;0,5333;0,5465;1
KALALI;0,5543;0,4167;0,6667;0,5459;1
NAITAE;0,5714;0,4;0,6;0,5238;1
NUATAUS;0,5314;0,55;0,5333;0,5383;1
POTO;0,5657;0,5333;0,6667;0,5886;1
TUAKAU;0,6457;0,5167;0,5333;0,5652;1
NONBAUN;0,5714;0,3333;0,5333;0,4794;0
OELBITENO;0,6114;0,4167;0,6;0,5427;1
PASSI;0,6;0,4;0,6667;0,5556;1
KUANHEUN;0,6686;0,2833;0,8;0,584;1
NITNEO;0,7143;0,2833;0,6667;0,5548;1
OENAEK;0,68;0,3167;0,4667;0,4878;0
NUNKURUS;0,6514;0,45;0,5333;0,5449;1
OEFAFI;0,6343;0,3;0,7333;0,5559;1
OELATIMO;0,7086;0,4333;0,5333;0,5584;1
OESAO;0,7257;0,35;0,6;0,5586;1
PUKDALE;0,68;0,3667;0,5333;0,5267;1
TUAPUKAN;0,64;0,45;0,6667;0,5856;1
BONE;0,6914;0,3833;0,6;0,5583;1
OENIF;0,6457;0,4;0,6;0,5486;1
OEPAHA;0,6571;0,4667;0,6;0,5746;1
TALOETAN;0,6857;0,3833;0,6667;0,5786;1
TASIKONA;0,7029;0,2833;0,6667;0,551;1
USAPI SONBAI;0,6229;0,4333;0,6667;0,5743;1
BATUINAN;0,6;0,35;0,6667;0,5389;1
HUILELOT;0,6514;0,4;0,6667;0,5727;1
LETBAUN;0,64;0,3333;0,6667;0,5467;1
OTAN;0,7886;0,45;0,3333;0,524;1
UIASA;0,7086;0,4667;0,6;0,5917;1
UITAO;0,6171;0,4833;0,6667;0,589;1
AKLE;0,6457;0,3;0,6667;0,5375;1
NAIKEAN;0,6171;0,4833;0,6;0,5668;1
ONANSILA;0,5543;0,2667;0,6667;0,4959;1
UIBOA;0,5943;0,3333;0,6667;0,5314;1
UITIUH ANA;0,5771;0,4833;0,6667;0,5757;1
UITIUH TUAN;0,6171;0,4167;0,5333;0,5224;1
BIPOLO;0,6857;0,4167;0,5333;0,5452;1
PANTAI BERINGIN;0,5714;0,3667;0,6;0,5127;1
PANTULAN;0,5886;0,25;0,4;0,4129;0
PITAI;0,6457;0,3833;0,5333;0,5208;1
BAUMATA TIMUR;0,7886;0,4167;0,5333;0,5795;1
BOKONG;0,6743;0,35;0,2;0,4081;0
KUAKLALO;0,7714;0,3833;0,4;0,5183;1
OELETSALA;0,7086;0,45;0,5333;0,564;1
OELTUAH;0,6914;0,6;0,3333;0,5416;1
BENU;0,7029;0,45;0,5333;0,5621;1
FATUKONA;0,7029;0,4667;0,5333;0,5676;1
HUEKNUTU;0,6743;0,4167;0,4667;0,5192;1
KAUNIKI;0,6914;0,45;0,4667;0,536;1
OELNAINENO;0,6857;0,4333;0,5333;0,5508;1
TANINI;0,6629;0,5;0,6;0,5876;1
TUAPANAF;0,6686;0,2833;0,6;0,5173;1
ATAKERA;0,7029;0,45;0,4667;0,5398;1
DORI PEWUT;0,7314;0,4333;0,5333;0,566;1
DULIR;0,6743;0,25;0,3333;0,4192;0
ILE KERBAU;0,7714;0,35;0,5333;0,5516;1
ILE KIMOK;0,6514;0,55;0,4667;0,556;1
KATAKEJA;0,6229;0,5;0,5333;0,5521;1
LEBAATA;0,6914;0,5;0,2667;0,486;0
LEREK;0,68;0,35;0,5333;0,5211;1
LEWOGROMA;0,6;0,3167;0,5333;0,4833;0
LUSILAME;0,5886;0,25;0,6667;0,5017;1
NOGO DONI;0,7771;0,4;0,4667;0,5479;1
NUBA ATALOJO;0,6457;0,3667;0,5333;0,5152;1
NUBABOLI;0,6743;0,2;0,4667;0,447;0
NUBAHAERAKA;0,6229;0,3333;0,6;0,5187;1
TUBUKRAJAN;0,68;0,4667;0,5333;0,56;1
BEAN;0,64;0,2167;0,5333;0,4633;0
BENIHADING I;0,6914;0,3333;0,6;0,5416;1
MAMPIR;0,6971;0,2833;0,8;0,5935;1
PANAMA;0,7314;0,4;0,6;0,5771;1
RUMANG;0,6057;0,3333;0,8;0,5797;1
TOBOTANI;0,64;0,2167;0,6;0,4856;0
BUNGAMUDA;0,6457;0,35;0,6;0,5319;1
PETUNTAWA;0,7371;0,3667;0,6667;0,5902;1
RIANGBAO;0,7143;0,3;0,6667;0,5603;1
TANJUNG BATU;0,7029;0,2833;0,6;0,5287;1
JONTONA;0,7314;0,3667;0,5333;0,5438;1
LAMAAU;0,7714;0,3;0,6;0,5571;1
TODANARA;0,5714;0,4;0,8;0,5905;1
WAIMATAN;0,6914;0,35;0,6667;0,5694;1
ATAKOWA;0,72;0,4833;0,5333;0,5789;1
BALUREBONG;0,6571;0,5;0,3333;0,4968;1
BANITOBO;0,6914;0,3833;0,5333;0,536;1
LAMADALE;0,5943;0,5167;0,5333;0,5481;1
LAMALELA;0,7486;0,45;0,5333;0,5773;1
LEWOELENG;0,7086;0,5167;0,5333;0,5862;1
LODOTODOKOWA;0,7486;0,6167;0,3333;0,5662;1
SERANGGORANG;0,6743;0,55;0,5333;0,5859;1
ATAWAI;0,68;0,4833;0,5333;0,5656;1
BAOBOLAK;0,7143;0,2667;0,6667;0,5492;1
BELOBAJA;0,76;0,4333;0,5333;0,5756;1
BOLI BEAN;0,6457;0,3333;0,6;0,5263;1
IDALOLONG;0,6971;0,45;0,5333;0,5602;1
ILEBOLI;0,6514;0,2833;0,6;0,5116;1
LABALIMUT;0,68;0,4833;0,4667;0,5433;1
LIWULAGANG;0,6171;0,3667;0,6;0,5279;1
LUSIDUAWUTUN;0,64;0,4167;0,6667;0,5744;1
TEWAOWUTUNG;0,7257;0,3833;0,6;0,5697;1
WARAWATUNG;0,6343;0,3333;0,7333;0,567;1
WUAKORENG;0,7371;0,3667;0,6;0,5679;1
BAOLANGU;0,6914;0,3333;0,6;0,5416;1
BELOBATANG;0,6686;0,3833;0,7333;0,5951;1
BOUR;0,6914;0,3667;0,6667;0,5749;1
LITE ULU MADO;0,7371;0,4667;0,5333;0,579;1
PAUBOKOL;0,72;0,4833;0,5333;0,5789;1
UDAK MELOMATA;0,7143;0,4;0,5333;0,5492;1
WATOKOBU;0,7029;0,45;0,6;0,5843;1
ARAMENGI;0,64;0,3833;0,6667;0,5633;1
DOLULOLONG;0,6857;0,3;0,6667;0,5508;1
HOELEA I;0,72;0,4;0,6667;0,5956;1
HOELEA II;0,6857;0,4333;0,6667;0,5952;1
LEUBATANG;0,6571;0,4333;0,6667;0,5857;1
LEUDANUNG;0,7543;0,4833;0,5333;0,5903;1
MAHAL I;0,6343;0,3167;0,8;0,5837;1
MELUWITING;0,6343;0,4333;0,6667;0,5781;1
MELUWITING I;0,64;0,4333;0,6667;0,58;1
NILANAPO;0,6286;0,3167;0,6667;0,5373;1
PEUSAWA;0,6457;0,45;0,6667;0,5875;1
WALANG SAWAH;0,6229;0,45;0,6667;0,5798;1
WOWONG;0,6;0,2167;0,6667;0,4944;1
ALAP ATADEI;0,5429;0,35;0,6;0,4976;1
ATAILI;0,6629;0,2833;0,6667;0,5376;1
BELOBAO;0,6629;0,3167;0,6;0,5265;1
IMU LOLONG;0,7657;0,45;0,5333;0,583;1
LAMALERA B;0,6514;0,45;0,6667;0,5894;1
LELATA;0,5886;0,3167;0,6667;0,524;1
LEWORAJA;0,7029;0,4333;0,5333;0,5565;1
PANTAI HARAPAN;0,7371;0,3667;0,6667;0,5902;1
POSIWATU;0,6;0,3833;0,6667;0,55;1
PUOR;0,6971;0,3167;0,6667;0,5602;1
PUOR B;0,6171;0,3667;0,6;0,5279;1
TAPOBALI;0,6914;0,4333;0,6;0,5749;1
BABOTIN MAEMINA;0,6171;0,5;0,6667;0,5946;1
BABOTIN SELATAN;0,7314;0,3667;0,6667;0,5883;1
KEREANA;0,6514;0,4167;0,6667;0,5783;1
TAKARAI;0,68;0,3667;0,6667;0,5711;1
BANI-BANI;0,7314;0,3667;0,6667;0,5883;1
BIAU;0,7543;0,3333;0,4667;0,5181;1
FATOIN;0,6171;0,35;0,6;0,5224;1
IKAN TUANBEIS;0,6743;0,3667;0,6;0,547;1
KUFEU;0,7771;0,4167;0,5333;0,5757;1
TUNABESI;0,7943;0,4667;0,5333;0,5981;1
TUNMAT;0,7257;0,4;0,3333;0,4863;0
BABULU;0,5771;0,3167;0,6667;0,5202;1
BABULU SELATAN;0,5886;0,3167;0,6667;0,524;1
LAKEKUN UTARA;0,6286;0,5;0,6667;0,5984;1
SISI;0,6286;0,35;0,6667;0,5484;1
ALAS;0,7429;0,4333;0,6;0,5921;1
ALAS SELATAN;0,7029;0,4667;0,6;0,5898;1
ALAS UTARA;0,6171;0,45;0,6;0,5557;1
KOTABIRU;0,6286;0,3167;0,6;0,5151;1
BISESMUS;0,64;0,5667;0,5333;0,58;1
BONI BAIS;0,7143;0,4667;0,4667;0,5492;1
KAPITAN MEO;0,5714;0,45;0,6667;0,5627;1
MEOTROI;0,7429;0,3833;0,6667;0,5976;1
NAUKE KUSA;0,68;0,55;0,5333;0,5878;1
OENAEK;0,6457;0,35;0,6;0,5319;1
TESA;0,6629;0,3833;0,6667;0,571;1
TNIUMANU;0,6229;0,4333;0,6667;0,5743;1
UABAU;0,6914;0,4167;0,6667;0,5916;1
FAFOE;0,56;0,2333;0,8667;0,5533;1
LASAEN;0,6971;0,4;0,2667;0,4546;0
LOOFOUN;0,56;0,25;0,6;0,47;0
MAKTIHAN;0,5657;0,3667;0,6667;0,533;1
MOTAAIN;0,5943;0,4;0,5333;0,5092;1
MOTAULUN;0,5314;0,3333;0,6;0,4883;0
NAAS;0,52;0,25;0,6;0,4567;0
OAN MANE;0,6229;0,2667;0,6667;0,5187;1
RABASA;0,6571;0,4;0,5333;0,5302;1
RABASA HAERAIN;0,5714;0,4;0,5333;0,5016;1
RABASAHAIN;0,7029;0,3333;0,5333;0,5232;1
SIKUN;0,5486;0,3;0,4667;0,4384;0
BARENE;0,5657;0,2667;0,5333;0,4552;0
KAKANIUK;0,5657;0,3333;0,6;0,4997;1
KLETEK;0,7314;0,3333;0,6667;0,5771;1
NAIMANA;0,6914;0,35;0,5333;0,5249;1
RAILOR TAHAK;0,7257;0,3833;0,5333;0,5475;1
SUAI;0,6857;0,35;0,6667;0,5675;1
UMAKATAHAN;0,6857;0,45;0,5333;0,5563;1
UMANEN LAWALU;0,7543;0,45;0,4667;0,557;1
NUMPONI;0,72;0,4;0,6667;0,5956;1
RAIULUN;0,6514;0,2667;0,6667;0,5283;1
SANLEO;0,6629;0,3333;0,6667;0,5543;1
ALALA;0,6629;0,2333;0,6667;0,521;1
BIUDUKFOHO;0,6457;0,4333;0,5333;0,5375;1
BOEN;0,6571;0,2667;0,6667;0,5302;1
MUKE;0,6229;0,35;0,6;0,5243;1
NABUTAEK;0,6;0,35;0,6667;0,5389;1
NAET;0,6971;0,3;0,5333;0,5102;1
NAIUSU;0,6229;0,3833;0,4667;0,491;1
NANEBOT;0,5886;0,4;0,5333;0,5073;1
NANIN;0,5886;0,2667;0,6667;0,5073;1
NITI;0,6743;0,3333;0,6667;0,5581;1
OEKMURAK;0,6229;0,35;0,5333;0,5021;1
RAISAMANE;0,5771;0,3333;0,6667;0,5257;1
SAENAMA;0,7086;0,3667;0,6;0,5584;1
TAFULI;0,6057;0,3;0,6667;0,5241;1
TAFULI I;0,5943;0,3333;0,6;0,5092;1
WEAIN;0,6457;0,2667;0,6667;0,5263;1
WEBETUN;0,6457;0,4667;0,4667;0,5263;1
WEKEKE;0,5886;0,2667;0,8667;0,574;1
WEKMIDAR;0,72;0,4333;0,6;0,5844;1
AS MANULEA;0,64;0,3;0,6667;0,5356;1
BEANENO;0,6171;0,3333;0,6;0,5168;1
BUILARAN;0,64;0,4;0,6;0,5467;1
FATUARUIN;0,6343;0,4333;0,6;0,5559;1
MANULEA;0,6343;0,5333;0,3333;0,5003;1
